linux<><>2016/11/14(月) 11:14:22.33 ID:OMr4mKN2<> 話題にぴったりのスレッドがなかったのでたてました。 <br> <br> 今迄ずっとWindowをメインで使ってきましたが、Windows10になって不満を極度に感じるようになりました。 <br> かなりの頻度で再起動をともなう更新が強制され、その間PCの使用ができなくなるわけです。 <br> 大規模なアップデートの際には1時間程度使えないこともありました。 <br> また、再起動に際して待機中プログラムを勝手に終了され、許せない思いです。 <br> <br> 最近、Linuxデスクトップをメインで使うようになりました。 <br> やっと懐かしい感覚を得られるようになりました。自分でPCをコントロールできる感覚です。 <br> ずっとWindowsにその感覚を取り上げられていたわけです。 <br> <br> 今や必要なサービスはブラウザさえあればほとんど受けることができます。 <br> オフィスソフトもLibreOfficeという素晴らしいものがあります。 <br> もう普段のデスクトップ環境としてLinuxデスクトップを選んでも差し支えありません。 <br> <br> こういう気付きをみなさんで共有しましょう！ <>WindowsやめてLinuxデスクトップ！ [無断転載禁止]&#169;2ch.net 
linux<><>2016/11/14(月) 11:18:48.59 ID:OMr4mKN2<> CentOS 7（+ MATE）だけど、Chromeも、LibreOffice 5も導入できて使えた。 <br> Chromiumも導入して、Googleの複数のアカウントをそれぞれで使っている。 <br> <br> とても快適。 <>
linux<><>2016/11/14(月) 11:28:06.30 ID:OMr4mKN2<> 上記の環境で、後気付いた点↓ <br> <br> Wifiも問題なくつかえる。 <br> 日本語入力もok。 <br> スリープも出来る。 <br> メモリの使用量、CPUの使用率も低い。 <br> Gmailの反応がとても速くなった。 <br> システムの起動が早い。 <br> Windowsとのデュアルブートも可能（設定が必要） <>
linux<><>2016/11/14(月) 11:29:13.41 ID:OMr4mKN2<> ドライバ（PPDファイル）さえあればプリンタの導入も問題無。 <>
login:Penguin<>sage<>2016/11/18(金) 07:48:22.64 ID:ZJHOJNAZ<> <a href="../test/read.cgi/linux/1479089662/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> ソフトウェアセンターからのものとWEBからなら絶対に信頼できる所からのアプリしか入れないなら大丈夫だと思ってる。 <br> あとはメールの添付に気をつけるくらいかなと、甘いでしょうか。 <>
login:Penguin<>sage<>2016/11/18(金) 08:37:14.35 ID:GhcyyvAy<> <a href="../test/read.cgi/linux/1479089662/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> clamavってのが定番 <br> clamTKとかGUIのフロントエンドでも可 <br> 常駐というかデーモンを起動させとくとスキャンが高速になるけど、これはRAMの容量次第。 <br> いずれにせよwinとファイルのやり取りする時にファイルチェックはしたほうがいい。 <br> <br> 心配性ならファイアウォールもいれて良いと思う。ubuntuならgufwだっけな。 <br> <br> あと当たり前だがアップデートをこまめにすること。 <>
login:Penguin<>sage<>2016/11/18(金) 11:11:03.81 ID:GuZV39Ud<> 昔Linux入れたので試してみたくてウイルスページを踏んみにいったことがある <br> このOSではこのプログラムは動きません、と出てきただけで何も起こらなかった <br> ああやっぱりウイルスってWindows用なんだなと思ったTurbo linuxあるある <br> 今やっても同じなのかな <>
login:Penguin<>sage<>2016/11/18(金) 11:52:16.24 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/44" rel="noopener noreferrer" target="_blank">&gt;&gt;44</a> <br> &gt;takaoかIPAモナーフォントというのが似ている <br> フォントの大きさをMSフォントと同じにしているそうですね。 <br> umeというフォントもそうだった。 <br> こういうフォントをMSフォントとして扱いたいと思っています。 <br> 大きささえ同じであれば、MSフォントの既存スプレッドシートが1ページ内に収まるのではないかと考えています。 <br> 崩れなければいいかなと思います。 <br> <br> &gt;個人的にはMSフォント全く使う機会ない <br> いいですね。 <br> 私の場合、周りがWindowsばかりなのでそこで造られたMSフォント明記の文書の扱いに困ります。 <br> LibreOfficeをつかっていても、フォントは別途どうにかしないといけない。 <br> <br> このあたり、最初からどうにかして欲しかった。（最初はMS天下だったからどうにもならなかったのだろう。） <>
login:Penguin<>sage<>2016/11/18(金) 11:55:35.20 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/43" rel="noopener noreferrer" target="_blank">&gt;&gt;43</a> <br> 理由は何かあるんですか？ <br> ファイルシステムさえ同じなら問題ないと思うけど。 <br> <br> FAT32のSDXCメモリへの適用でもPCならば壊れるとは思わないしなあ。 <br> <br> 何が原因で、Windows10と、Windows7との相互運用、 <br> あるいは、Linuxとの間で、USBメモリが破壊されるんだろうね。 <>
login:Penguin<>sage<>2016/11/18(金) 12:01:00.16 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/49" rel="noopener noreferrer" target="_blank">&gt;&gt;49</a> <br> &gt;MS Officeが唯一のオフィスソフトと思ってる人が多い <br> <br> MACは例外として、WindowsでしかMS Officeはまともに動かないからねえ。 <br> （wineでもダメそうだ。） <br> <br> xlsx？だったかな。最近のExcelの文書タイプは、 <br> OpenOfficeなど4系では扱えなかった。 <br> LibreOffice5を使う必要があった。 <br> <br> MSも対抗していろいろと改良して、それにLibreOfficeがついて行っている形になっているようだ。 <br> OpenOfficeは最近やっとバージョンアップがあったらしいが、4系のまま。 <br> <br> LibreOfficeとOpenOfficeとの間にもオープンドキュメント形式でも互換性の問題があったので、 <br> これからはLibreOfficeに統一していきたいと思っている。 <>
login:Penguin<>sage<>2016/11/18(金) 12:02:57.57 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/52" rel="noopener noreferrer" target="_blank">&gt;&gt;52</a> <br> いまなら、人質ウイルスですね。 <br> 共有フォルダも暗号化されてしまうらしいです。こわ。 <>
login:Penguin<>sage<>2016/11/18(金) 12:04:08.29 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/54" rel="noopener noreferrer" target="_blank">&gt;&gt;54</a> <br> MS Officeの利用＝Windowsの利用という図式になるから、 <br> 難しいのではないかと思った。 <br> <br> LibreOfficeに頑張っていってもらうしかないと思う。 <>
login:Penguin<>sage<>2016/11/18(金) 12:07:28.29 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/58" rel="noopener noreferrer" target="_blank">&gt;&gt;58</a> <br> Windowsって、ユーザー権限にも拘わらず、 <br> 拡張子がexeであれば最初から実行権限（+x）状態になっていて実行できてしまう。 <br> <br> でも、Linuxなら、chmod +x する必要があるから、root権限が必ず必要になってくる。 <br> root管理者と利用者とを別にしていると、安心だと思う。 <br> <br> こう考えたら、今のメール添付ファイルに攻撃コードを含めてくる方法は、 <br> Linuxでは通用しなくなるのではないかと思う。 <br> （wineが運用されている場合を除いて。） <>
login:Penguin<>sage<>2016/11/18(金) 12:13:26.98 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/50" rel="noopener noreferrer" target="_blank">&gt;&gt;50</a> <br> それ聞いて安心した。 <>
login:Penguin<>sage<>2016/11/18(金) 12:18:52.43 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/58" rel="noopener noreferrer" target="_blank">&gt;&gt;58</a> <br> Linuxでウイルスって聞かないよね。 <br> ソフトウェアの脆弱性を突くくらいの方法しかないのかな。 <br> <br> OSを問わず、 <br> pdfでもバッファオーバーランとかで不正な動作をさせられるらしいので注意したい。 <br> 多分、画像ファイルでも。 <br> 知らないファイルはどんな種類でも開かないようにした方が良い。 <br> <br> 迷惑メールフィルタでそもそも入ってこないようにとことん弾くのがよい。 <>
login:Penguin<>sage<>2016/11/18(金) 12:46:40.23 ID:A7JJdUir<> <a href="../test/read.cgi/linux/1479089662/64" rel="noopener noreferrer" target="_blank">&gt;&gt;64</a> <br> 実行可能ビットってのは実際はそれほど大きなセキュリティ上の効果はないよ <br> <br> そもそもユーザーのファイルに+xするのにはrootの権限なんかいらんし <br> tarとかかませりゃ展開させた時点でx付きに出来るし <br> $ /path/to/ld-linux-x86-64.so.2 evilexecutable <br> みたいに実行してやればevilexecutable自体には実行権限がなくても普通に実行できるし <br> いくらでも回避できる <>
login:Penguin<>sage<>2016/11/18(金) 13:05:22.02 ID:GuZV39Ud<> <a href="../test/read.cgi/linux/1479089662/60" rel="noopener noreferrer" target="_blank">&gt;&gt;60</a> <br> usbを抜く時に実は接続状態を維持したまま抜いてるんじゃないか、と言ってる人もいましたね <br> どういう抜き方をしてるのかすら定かでないのに壊れた壊れた言われても判断すらできない <br> そもそも壊れると言ってもどのように壊れたのか、データだけが壊れるのか、usbそもそもが使えなくなってしまうのか、フォーマットもできないのか、ファイルフォーマットはなんなのか、それら全てをケースごとに切り分けないと本当のところは分からないです <br> 安全な取り外しすらしないケースだってあるだろうしそれで壊れたと言われてもねえ... <>
login:Penguin<>sage<>2016/11/18(金) 14:57:08.22 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/67" rel="noopener noreferrer" target="_blank">&gt;&gt;67</a> <br> 勘違いしていました。ありがとうございます。 <>
login:Penguin<>sage<>2016/11/18(金) 14:59:46.66 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/68" rel="noopener noreferrer" target="_blank">&gt;&gt;68</a> <br> その通りですよね。 <br> 前提として「確実な正しい取り外し手順」を守っていることとして考えていましたが、 <br> そうでなければ、ファイルシステムなんて壊れてしまいます。 <br> てっきり、何かOSごとの異なる処理方法によって壊れた話かなと考えていました。 <>
login:Penguin<>sage<>2016/11/18(金) 15:09:41.35 ID:GuZV39Ud<> <a href="../test/read.cgi/linux/1479089662/66" rel="noopener noreferrer" target="_blank">&gt;&gt;66</a> <br> 世の中のほとんどのウイルスはWindows用だからね <br> 極稀にMac用 <br> linux用はほとんど存在しない <br> linux用のウイルスソフトを使う意味はWindowsに感染させないために使うようなもの <br> 自分のためじゃない <br> う～んなんて優しいんだろうね <>
login:Penguin<>sage<>2016/11/18(金) 15:14:34.75 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/71" rel="noopener noreferrer" target="_blank">&gt;&gt;71</a> <br> シンガイダ！ <>
login:Penguin<>sage<>2016/11/18(金) 15:16:12.23 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/71" rel="noopener noreferrer" target="_blank">&gt;&gt;71</a> <br> あれっ？嫌味でなかったのか？ <br> 誤爆しちゃった。 <>
login:Penguin<>sage<>2016/11/18(金) 15:19:18.06 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/68" rel="noopener noreferrer" target="_blank">&gt;&gt;68</a> <br> わかった！アンマウントということを知らないからだ！ <>
login:Penguin<>sage<>2016/11/18(金) 15:24:53.26 ID:xtWkAVds<> <a href="../test/read.cgi/linux/1479089662/56" rel="noopener noreferrer" target="_blank">&gt;&gt;56</a> <br> 自分もそんな感覚です <br> <a href="../test/read.cgi/linux/1479089662/57" rel="noopener noreferrer" target="_blank">&gt;&gt;57</a> <br> 興味半分でファイアーウォール入れて様子見てみます <br> <br> どうもありがとう <>
login:Penguin<>sage<>2016/11/18(金) 15:34:40.61 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/75" rel="noopener noreferrer" target="_blank">&gt;&gt;75</a> <br> フィルタリングされているローカルネットワーク内に、 <br> 自分以外に危険人物がいるなら、ファイアーヲールは動作した方がよい。 <br> <br> 自分はローカル環境だし、そういう人がいないから、 <br> 勉強が済むまでは無効にしている。 <br> CentOS7になってから勝手がかわっちゃって。 <>
login:Penguin<>sage<>2016/11/18(金) 18:33:19.30 ID:GhcyyvAy<> <a href="../test/read.cgi/linux/1479089662/63" rel="noopener noreferrer" target="_blank">&gt;&gt;63</a> <br> LibreOfficeが頑張っても商業的政治的理由で採用されにくい、ってのが一番問題だと思うわ <br> 個人的には政府が本気で移行すれば、コスト削減と国内SIerに渡る金も増えて良いことづくめと思うんだがな。 <br> Libreのみならず国内Linuxコミュニティやベンダーも成長して、メリットはかなり大きいと思うが、それほどまでにMSのマーケティングと政治力はすごいんだろう <>
login:Penguin<>sage<>2016/11/18(金) 22:27:17.46 ID:Bi6Ry5dI<> <a href="../test/read.cgi/linux/1479089662/39" rel="noopener noreferrer" target="_blank">&gt;&gt;39</a> <br> 一番いいのはumeフォントだと思う <br> msPゴシックを完全に置き換えはumeＰゴシックだと思う <br> AAの表示なんかはmspゴシックより綺麗だよ <>
login:Penguin<>sage<>2016/11/18(金) 23:00:01.99 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/78" rel="noopener noreferrer" target="_blank">&gt;&gt;78</a> <br> ありがとうございます。 <br> ライセンスが気になるので、umeフォントをMSフォントとして使う方法について調べたいと思います。 <br> <br> umeフォントならリポジトリから導入もできることもわかりました。 <br> <br> より美しいと聞いてぜひ使ってみたいと思いました。 <>
login:Penguin<>sage<>2016/11/18(金) 23:27:04.18 ID:DoWASfKg<> <a href="../test/read.cgi/linux/1479089662/77" rel="noopener noreferrer" target="_blank">&gt;&gt;77</a> <br> 「周りが使っているから（互換性のために）俺も使っておく」ことになるわけですね。 <br> オープンソースであるLinux自体はその精神ゆえにマーケッティングして宣伝する必要がないですからね。 <br> すると、Linuxの素晴らしさ、実力でものを言うしかないですね。そして草の根の口コミで普及していく可能性しかないですね。 <br> <br> しかし学校というところは一太郎をつかっているらしい。これはMS-DOSの時代からあるものですね。 <br> そのころはLibreOfficeなんてなかった。縦書きの日本語を扱えるソフトは、一太郎くらいだったのだろう。 <br> 一太郎に限りませんが、「旧資産との互換性のために俺も使っておく」状態になっていますね。 <br> そういう話では、LibreOfficeの導入によって、一部解消できました。 <br> <br> MSオフィスとの互換性の面でLibreOfficeを信頼してほしいといいたいところですが、 <br> まだまだ不具合がありそうです。 <br> マクロやVBAでもなさそうなのに、MSオフィスでしか動作しない機能があって、 <br> それがLibreOffice5でも動作しなかった。日本語の全角で入力するように強制する機能だったように思います。 <br> <br> まだまだ、LibreOfficeと、MSオフィスとのイタチごっこがつづきそうですし、続いていってほしいです。 <br> OpenOfficeの開発が滞ったことは本当に残念でした。MSオフィスとの互換性を損ねる結果になってしまったからです。 <br> <br> 焼け石に水だろうけど、寄付しようかな。 <>
login:Penguin<>sage<>2016/11/18(金) 23:45:34.04 ID:Oy/YHng1<> MS関係のものを出来る限り入れない事は気持ちの面でも大事。 <br> やっぱりMSの利用者囲ってズブズブにしていく感じはやばいよ。 <>
login:Penguin<>sage<>2016/11/19(土) 00:37:40.76 ID:WLr8gsCH<> <a href="../test/read.cgi/linux/1479089662/78" rel="noopener noreferrer" target="_blank">&gt;&gt;78</a> <br> umeはU+0090 no-break spaceが空白じゃないのが謎だよな <>
login:Penguin<>sage<>2016/11/19(土) 00:39:05.25 ID:WLr8gsCH<> <a href="../test/read.cgi/linux/1479089662/82" rel="noopener noreferrer" target="_blank">&gt;&gt;82</a> <br> 間違った <br> no-break spaceはU+00A0だった <>
login:Penguin<>sage<>2016/11/19(土) 00:43:37.16 ID:7t764Fnw<> <a href="../test/read.cgi/linux/1479089662/68" rel="noopener noreferrer" target="_blank">&gt;&gt;68</a> <br> <a href="../test/read.cgi/linux/1479089662/70" rel="noopener noreferrer" target="_blank">&gt;&gt;70</a> <br> 先に言わなかった俺も悪いが、正しい外し方で外してそうなったから言ったまでで、取り外しの正規の手順でするのは当たり前だと理解したうえで書き込んだんだがな <br> 心外だし、いくら2chでも言い方ってもんがあると思うんだが <br> <br> ディストリ変えたら症状出なかったからある程度原因はつかめたからもういいけどな <>
login:Penguin<>sage<>2016/11/19(土) 05:12:23.80 ID:2vTWg1yq<> <a href="../test/read.cgi/linux/1479089662/84" rel="noopener noreferrer" target="_blank">&gt;&gt;84</a> <br> 気分を害したなら謝ります <br> 申し訳ありません <br> ただ、貴方のことだけを言ってるつもりはないのです <br> それだけはご理解お願いします <br> 実は顔見知りの学生さんがusbなんかそのままひっこ抜いてるよ、なんて言ってたのを聞いてけっこういい大学の学生さんでもそういう扱いをするんだな、と驚いたことがあって <br> だからそういう基本的なことをも含めてケースを別けて考える必要があるんじゃないかと思った次第です <br> でも言い方が悪くて気に障ったなら申し訳ありませんでした <br> 以後気をつけますので <>
login:Penguin<>sage<>2016/11/19(土) 09:35:33.76 ID:ainGPSnU<> <a href="../test/read.cgi/linux/1479089662/84" rel="noopener noreferrer" target="_blank">&gt;&gt;84</a> <br> Mintでしょ？俺のもUSBメモリ認識しなくなった。 <br> もちろん正しい方法でアンマウントしてたし、 <br> Windows7では、安全な取り外しを行ってた。10では使ってない。 <br> NTFSでもFAT32でも壊れた。 <br> Mint18になったら治るかなと思ったけど再発。 <br> 怖いから別なディストリ探し中。 <br> 貴方はどのディストリ？ <>
login:Penguin<>sage<>2016/11/19(土) 09:50:26.72 ID:ainGPSnU<> <a href="../test/read.cgi/linux/1479089662/85" rel="noopener noreferrer" target="_blank">&gt;&gt;85</a> <br> &gt;&gt;ケースを分けて考える <br> そんなのMintに限らず、USBぶっ壊れた人は基本的にはみんなやってるだろう。 <br> 最低限、Linuxいじれるぐらいのリテラシーがあるんだから。 <br> 貴方の知り合いとやらの「いいとこの大学生」の話だけど、 <br> 「いいとこの大学生」とITリテラシーにの間に、如何なる因果・相関関係があるのか？ <br> 悪いけどね、こちとら「いいとこの大学」出て、「いいとこの」大学で教員やってるんだわ。 <br> バカはバカ。それだけの話だろ。 <br> <br> 問題の切り分けをした結果、MintでUSBメモリを使うのは止めておこう、俺は、そう結論づけた。 <br> 貴方の憶測だけで語る態度は、Linux信者と言われても仕方がないよ。 <br> そういう態度が、他の利用者の（特に初心者の）Linux離れを生んでいく。 <br> まぁ、Windows嫌いになってLinux使い始めた気持ちはよく分かるが。 <>
login:Penguin<>sage<>2016/11/19(土) 11:51:55.88 ID:iM7Gpmua<> Linux初心者がこのスレ開いたらID真っ赤な奴のせいでLinux嫌いになりそう <>
login:Penguin<>sage<>2016/11/19(土) 12:57:15.54 ID:oY9tkHnN<> <a href="../test/read.cgi/linux/1479089662/88" rel="noopener noreferrer" target="_blank">&gt;&gt;88</a> <br> 初心であってもNavi2chで読んでるから色は変わらないのでは？ <>
login:Penguin<>sage<>2016/11/19(土) 15:05:55.26 ID:/by2r/E+<> arch使っとけ <br> バニラは正義 <br> debian系とかfedora系は依存ライブラリがいつの間にか解決できなくなって詰む <>
login:Penguin<>sage<>2016/11/19(土) 15:07:48.37 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/84" rel="noopener noreferrer" target="_blank">&gt;&gt;84</a> <br> IDしか見えないからついつい相手の顔（あなた）が見えなくなってしまうからだ <br> だからあなたに言ったわけでもないんだろうね <br> 皆、仮面の舞踏会に参加した状態。しかしそこでもモラルは必要だね。定規は人さまざまだろうが <>
login:Penguin<>sage<>2016/11/19(土) 15:09:18.45 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/90" rel="noopener noreferrer" target="_blank">&gt;&gt;90</a> <br> ディス鳥ってパッケージの積み木なわけですよね <>
login:Penguin<>sage<>2016/11/19(土) 15:10:04.89 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/85" rel="noopener noreferrer" target="_blank">&gt;&gt;85</a> <br> 誠実 <>
login:Penguin<>sage<>2016/11/19(土) 15:10:48.48 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/86" rel="noopener noreferrer" target="_blank">&gt;&gt;86</a> <br> ミント怖！ <>
login:Penguin<>sage<>2016/11/19(土) 15:12:11.89 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/87" rel="noopener noreferrer" target="_blank">&gt;&gt;87</a> <br> ！ <>
login:Penguin<>sage<>2016/11/19(土) 15:19:26.16 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/81" rel="noopener noreferrer" target="_blank">&gt;&gt;81</a> <br> みんなで手をつなぎながらズブズブになっていくニュアンスですね <>
login:Penguin<>sage<>2016/11/19(土) 15:21:23.36 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/90" rel="noopener noreferrer" target="_blank">&gt;&gt;90</a> <br> archは名前とか、青いピラミッド型の絵のあるサイト（違うディス鳥だけと参考にさせてもらうことがよくある） <br> が印象的です。 <br> <br> パッケージの積み木がしっかりとしているのであれば、是非サーバー用途として使ってみたい。 <>
login:Penguin<>sage<>2016/11/19(土) 15:26:43.52 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/82-83" rel="noopener noreferrer" target="_blank">&gt;&gt;82-83</a> <br> MSフォントとの互換性の上で、表示が崩れるとか <br> 問題があるということでしょうか？ <>
login:Penguin<>sage<>2016/11/19(土) 15:32:27.31 ID:NKe1Sueq<> <a href="../test/read.cgi/linux/1479089662/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> 比喩ってワカランのかガイジ <>
login:Penguin<>sage<>2016/11/19(土) 15:46:12.88 ID:RIC/kY2b<> <a href="../test/read.cgi/linux/1479089662/99" rel="noopener noreferrer" target="_blank">&gt;&gt;99</a> <br> 擬人法ですね <>
login:Penguin<>sage<>2016/11/19(土) 16:06:10.49 ID:oY9tkHnN<> <a href="../test/read.cgi/linux/1479089662/99" rel="noopener noreferrer" target="_blank">&gt;&gt;99</a> <br> 倒置法5段活用副詞ですね。 <>
login:Penguin<>sage<>2016/11/20(日) 18:05:40.65 ID:fYK2IQru<> Linux MintでUSBメモリ破損で困っている方へ <br> 64bitバージョンで出ている症状で32bitでは出ません <br> なおUbuntu14.04では32bit64bitどちらもこの症状は出ません <br> 以上何かの力になれば <br> <br> Linux信者のバカどもに負けるな！ <>
login:Penguin<>sage<>2016/11/20(日) 19:46:43.67 ID:tFZTrOkF<> <a href="../test/read.cgi/linux/1479089662/102" rel="noopener noreferrer" target="_blank">&gt;&gt;102</a> <br> Mint13から18までUSBメモリーを使ってバックアップや、 <br> Windowsとのやり取りに使っているが、 <br> トラブルは今まで一度も無いな。 <br> 何故だろう？ <>
login:Penguin<>sage<>2016/11/20(日) 20:19:19.77 ID:fYK2IQru<> <a href="../test/read.cgi/linux/1479089662/103" rel="noopener noreferrer" target="_blank">&gt;&gt;103</a> <br> 64bit? <>
login:Penguin<>sage<>2016/11/20(日) 20:19:56.43 ID:fYK2IQru<> ちなみにこの症状が出だしたのはMint17かららしい <>
login:Penguin<>sage<>2016/11/20(日) 21:32:46.10 ID:UNYd6wi/<> <a href="../test/read.cgi/linux/1479089662/102" rel="noopener noreferrer" target="_blank">&gt;&gt;102</a> <br> tnx! <>
login:Penguin<>sage<>2016/11/20(日) 21:58:21.78 ID:UCFTOX/2<> <a href="../test/read.cgi/linux/1479089662/103" rel="noopener noreferrer" target="_blank">&gt;&gt;103</a> <br> Windows7？10？64bit？ <br> 10の高速スタートアップは切ってる？ <br> 俺は7 64bitで、電源落ちてから <br> USB抜いてるのに読み込み不可になるわ。 <br> Mint上でのアンマウントも同じく正しい方法なのに。 <br> 本当に謎。shiftjisとか文字コードまで絡む問題だったら厄介だよな。 <br> 欧米圏では問題出てないんだろうか？ <>
login:Penguin<>sage<>2016/11/20(日) 22:20:44.46 ID:iVVTOTY4<> けっこう何人か同じこと言ってるから興味あるんだけど、何回か抜き差しすると壊れるぐらいのレベルで再現できるもん？ <>
login:Penguin<>sage<>2016/11/21(月) 02:28:58.31 ID:JmAg4sSv<> <a href="../test/read.cgi/linux/1479089662/103" rel="noopener noreferrer" target="_blank">&gt;&gt;103</a> <br> FAT32? <br> <br> <a href="../test/read.cgi/linux/1479089662/108" rel="noopener noreferrer" target="_blank">&gt;&gt;108</a> <br> 一回でなる <br> ファイル名も半角英数 <>
login:Penguin<>sage<>2016/11/21(月) 06:28:10.84 ID:jGGC38j1<> 結局おま環かオレ環かの問題みたいだな。 <>
login:Penguin<>sage<>2016/11/21(月) 09:07:50.81 ID:ieu8JyuM<> また出たぞクソ信者が <>
login:Penguin<>sage<>2016/11/21(月) 10:01:01.14 ID:t55L3l2c<> ファイルシステムが壊れているのか？ <br> dmesgで、エラー表示されるの？ <>
login:Penguin<>sage<>2016/11/21(月) 10:24:51.98 ID:t55L3l2c<> SONYの RC-S370 が使えたらなあ。 <br> edyの入金できるようになったらいいのにと思う。 <br> それには後、IEもいるな。 <>
113<>sage<>2016/11/21(月) 10:27:43.59 ID:t55L3l2c<> これ、なのか？！ <br> <br> http://blog.shibayan.jp/entry/20150427/1430067533 <>
113<>sage<>2016/11/21(月) 10:29:21.72 ID:t55L3l2c<> これか！ <br> <br> http://qiita.com/takanemu/items/1e6ef1207e5261040f05 <>
113<>sage<>2016/11/21(月) 10:36:20.68 ID:t55L3l2c<> https://ja.wikipedia.org/wiki/PaSoRi <br> <br> 「SDK For FeliCaは法人向けであり個人では購入することはできない。 <br> 個人レベルでFeliCa対応アプリケーションを開発するものとしてfelicalib、libpasori、libpafe、nfcpy等が有志等により開発されている。 <br> ドライバの種類には、RC-S956とNFC Port-100があり、後者はLinux 3.13以降にも含まれている。」 <br> <br> ドライバ入っているらしいので、試してみた。（CentOS7） <br> [ 2188.591061] usb 5-1: new full-speed USB device number 2 using uhci_hcd <br> [ 2189.071087] usb 5-1: New USB device found, idVendor=054c, idProduct=02e1 <br> [ 2189.071096] usb 5-1: New USB device strings: Mfr=1, Product=2, SerialNumber=0 <br> [ 2189.071099] usb 5-1: Product: RC-S370/P <br> [ 2189.071102] usb 5-1: Manufacturer: Sony <br> <br> # lsusb <br> <br> Bus 005 Device 002: ID 054c:02e1 Sony Corp. FeliCa S330 [PaSoRi] <br> <br> あっさり認識したってことかな？ <>
113<>sage<>2016/11/21(月) 10:37:17.96 ID:t55L3l2c<> この後、どうすれば、edyの入金ができるようになりますか？ <br> まだ無理かな。 <>
login:Penguin<>sage<>2016/11/21(月) 11:11:51.51 ID:oHaVxG2j<> edyのサイトからできんか <br> 最悪UA偽装するなりして <>
login:Penguin<>sage<>2016/11/21(月) 11:14:13.22 ID:oHaVxG2j<> https://edyviewer.rakuten-edy.co.jp/edyviewer/index.html <>
113<>sage<>2016/11/21(月) 11:53:23.30 ID:t55L3l2c<> <a href="../test/read.cgi/linux/1479089662/118-119" rel="noopener noreferrer" target="_blank">&gt;&gt;118-119</a> <br> http://edy.rakuten.co.jp/edyviewer/help/ <br> <br> 「Edy ViewerはWindowsパソコンのInternet Explorerでのみご利用いただけます。 <br> ソニーのサイトより専用ソフトウェアをインストールし、アドオンを有効にしてください。」 <br> <br> アドオンが要るから無理だなあ。 <br> sonyがedyビューアでつかうアドオンをlinuxにも対応してくれればなんとかなるんだろうと思う。 <>
113<>sage<>2016/11/21(月) 12:06:59.32 ID:t55L3l2c<> あれ？ <br> 今、http://www.yahoo.co.jp/ をfirefox45.4.0で開いたら、 <br> 画面崩れる？ <br> <br> edyのサイトをfirefoxで開いたときに同じように画面が崩れた。 <br> それ以来おかしくなっている？ <br> <br> しかし、firefoxディレクトリを削除して初期化しても治らない。 <br> でも、他のサイトは大丈夫のようだ。 <br> <br> chromeでは、edyのサイトを開いたあと、yahooを開いても正しく表示された。 <>
113<>sage<>2016/11/21(月) 12:20:37.33 ID:t55L3l2c<> yum erase firefoxして、再インストールしてもなおらない。 <>
113<>sage<>2016/11/21(月) 13:27:00.85 ID:t55L3l2c<> 他のページも、崩れることがわかった。 <br> たとえば、 <br> http://www.skincare-univ.com/healthcare/ <br> <br> <br> firefoxを再インストールしても回復しないなんて致命的だ。 <br> <br> <a href="../test/read.cgi/linux/1479089662/119-120" rel="noopener noreferrer" target="_blank">&gt;&gt;119-120</a>のリンクをfirefoxで踏んだらおかしくなってしまった。 <br> いったいどのように内部的におかしくなってしまったんだろう。 <br> cssを処理する部分に不具合が生じたんだろうか。 <>
113<>sage<>2016/11/21(月) 13:30:20.87 ID:t55L3l2c<> 別ユーザーで、デスクトップ環境にログインして、 <br> firefoxで、yahooのトップページを開くと正常に動作しました。 <br> このことから、問題のユーザーの/home/userのどこかに問題が発生したのだと思います。 <br> <br> /home/userを削除してみるか。 <>
login:Penguin<>sage<>2016/11/21(月) 14:16:08.80 ID:MY6RPkHL<> ID:t55L3l2c <br> ここおまえのtwitterとかじゃないんだからいい加減にしろ <>
